Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Engine design (product.metafields.shopify.engine-design),Engine type (product.metafields.shopify.engine-type),Fastener finish (product.metafields.shopify.fastener-finish),Hardware material (product.metafields.shopify.hardware-material),Item condition (product.metafields.shopify.item-condition),Manufacturer type (product.metafields.shopify.manufacturer-type),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,32.8 FT（10m）,,,,,,,,CJQCWBQT00334-32.8 FT（10m）,100.0,shopify,deny,manual,32.89,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/c479de49-4c01-41eb-b78f-b463a59d1fba.jpg?v=1659560709,2,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/ab20f261-9fb8-4c71-ad04-93eed7d7534f.jpg?v=1659560710,g,,26.98,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/7eaf6e9a-b4c7-4556-8677-a34257b3d269.jpg?v=1659560710,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/63404a28-09dc-49b3-80f2-88ddbfe39d10.jpg?v=1659560710,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/91125ba8-4433-4679-be4c-815f43e51b8d.jpg?v=1659560710,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/cb399de2-80b6-46c5-b5fd-297a1bf118f6.jpg?v=1659560710,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/9546d6b1-9491-4f88-8e6e-f6e8de269e49.jpg?v=1659560710,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/6e090944-2d07-481a-b82e-37f8ddd54284.jpg?v=1659560710,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/9fbb9c87-bf6e-4242-a4d3-909dbfadb8fe.jpg?v=1659560710,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/ab20f261-9fb8-4c71-ad04-93eed7d7534f.jpg?v=1659560710,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4ft-rgb-flexible-300led-strip-light-smd-remote-fairy-lights-room-tv-party-bar-led-strip-light-remote-fairy-light-room-party-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/ab20f261-9fb8-4c71-ad04-93eed7d7534f_73323924-6c4b-463e-a2c1-be6d4f871d1f.jpg?v=1659560710,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pcs-car-seatbelt-buckle-clamp-clip-safety-seat-belt-alarm-stopper-universal,2 Pcs Car Seatbelt Buckle Clamp Clip Safety Seat Belt Alarm Stopper Universal,"<h3>Features:</h3><ul>
<li>
<strong>【Material】</strong>Real Carbon Fiber And Aluminum Alloy</li>
<li>
<strong>【Safety】</strong>Seat belt buckle will lock your seat belt to add safety and move freely at the same time</li>
<li>
<strong>【Easy To Install】</strong>Easy to install and best security for you</li>
<li>
<strong>【Perfect Decoration】</strong>A perfect decoration for your car</li>
<li>
<strong>【Universal】</strong>Universal Fit For Most Cars, Trucks and SUVs</li>
</ul><p>BEST PRICE</p><p>GUARANTEE</p><h3>Product Description:</h3><p>One pair Universal Fit Black Carbon Fiber Belt Buckle Null Insert to stop seat belt safety Alarm This item can help to stop the seat belt alarm when you put heavy stuff in the front seat. This item made with real carbon fiber insert and it is very durable</p><h3>Specifications:</h3><ul>
<li> Material: PA</li>
<li> Product size: 3.46"" x 2.05"" x 0.20"" OR 58mm x 52mm x 5mm</li>
<li> Product weight: 0.85oz OR 24g/pair</li>
</ul><h3>Package Includes:</h3><ul><li> 2 Pcs x Black Alarm stopper Belt Buckle</li></ul>",GodsMods,,Interior Parts,"beginner, beginner mods",false,Color,Black,,,,,,,,CJQT1479533-Black,27.0,shopify,deny,manual,10.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/07c489e3-0fe1-4241-a07f-50dc76c51f36.jpg?v=1659560565,1,"",false,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/07c489e3-0fe1-4241-a07f-50dc76c51f36.jpg?v=1659560565,g,,8.00,true,,,true,,,archived
2-pcs-car-seatbelt-buckle-clamp-clip-safety-seat-belt-alarm-stopper-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/32e324d7-8406-4ffc-ba69-cbe317b8dfbd.jpg?v=1659560565,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pcs-car-seatbelt-buckle-clamp-clip-safety-seat-belt-alarm-stopper-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/999c3dad-d22a-40d9-95ec-3509063d6040.jpg?v=1659560565,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pcs-car-seatbelt-buckle-clamp-clip-safety-seat-belt-alarm-stopper-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/260386a1-fe2c-4407-8db2-841af2795ea1.jpg?v=1659560565,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pcs-car-seatbelt-buckle-clamp-clip-safety-seat-belt-alarm-stopper-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/afe90543-b3c3-4a1a-8dd8-15343f9da637.jpg?v=1659560565,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pcs-car-seatbelt-buckle-clamp-clip-safety-seat-belt-alarm-stopper-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/e74c6593-89bf-4051-a819-23eaa8434c8f.jpg?v=1659560565,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pcs-car-seatbelt-buckle-clamp-clip-safety-seat-belt-alarm-stopper-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/7d01645a-4b22-4275-a9aa-6c7a7e7ef23b.jpg?v=1659560565,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pcs-car-seatbelt-buckle-clamp-clip-safety-seat-belt-alarm-stopper-universal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/07c489e3-0fe1-4241-a07f-50dc76c51f36_effec582-d23f-40e5-a416-c3a5db7cf681.jpg?v=1659560565,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,Pickup truck light 60 inch three row three color car pickup taillight,"<p>Material : FPCB<br>Type Car taillight : Model HR-2835F432D<br>Light source power: 10 (W)<br>Voltage: 12 (V)<br>Dimensions : 150CX22X8 (mm)<br>Current : 2 (A)<br>Service life: 30000 (hours)<br>Luminous flux: 1800<br>Light source: 2835<br>Color temperature: red, yellow and white<br>Applicable models: Pickup truck<br><br>Fit model: pickup truck<br>Color rendering index: ≥80<br>Luminous flux / brightness: 1200<br>Angle of illumination: 180</p><p>Three rows of three-color running water pickup box light bar<br><br>1. The red line picks up the car and reverses the positive pole. The brown line is the shared negative pole.<br><br>2. Working voltage: DC12-16V Current is 3A Packing size: 18X18X2.5CM Weight: 216G<br><br>3. Product lamp beads: 2835 Sanan Light bar parameters: 432 lights Red (144) Yellow (144) White (144)<br><br>4. Turn right (5+2) left turn water (5+3) double flash (3+2) brake (5+3+2) day line (4+5)<br><br>5. The brown wire can be connected to the 12V negative electrode. If it is not connected to the car, it will work with the positive electrode and the 1.2.3 foot.<br><br>6. Support all existing cars in the market, built-in decoding (Ford, Dodge, Chevrolet, JMC)</p><p>Cold resistance minus 35 degrees:</p><p><img alt=""QQ图片20180225172736"" height=""736"" src=""https://cbu01.alicdn.com/img/ibank/2018/483/360/8569063384_25635935.jpg"" width=""761"" max-width=""1000""><img alt=""QQ图片20180302220155"" src=""https://cbu01.alicdn.com/img/ibank/2018/648/741/8569147846_25635935.jpg"" max-width=""1000"" style=""font-size: 14px;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/15691680/1470441368368.png"" style=""font-size: 14px; max-width: 100%;"">Red Wire: 12+ connecting to work<br></p><p>2.Green Wire: Left Turn Signal(scanning from middle to left)&amp;Brake Light (5+1)</p><p>3.Yellow Wire: Right Turn Signal(scanning from middle to right)&amp; Brake Light(5+2)</p><p>4.White Wire: Brake Lamp(5+4)</p><p>5.Gray Wire: Ground  ( 5)</p><p>6.double flashing light: (2+3)</p><p>7.out Yellow wire:( 4+5 )running light</p>",GodsMods,,Interior Parts,"beginner, beginner mods",false,Model,Three rows,,,,,,,,CJQCQCQC00415-Three rows,370.0,shopify,deny,manual,36.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1698116358956.jpg?v=1659560403,1,"",false,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/870931783913.jpg?v=1659560403,g,,19.07,true,,,true,,,archived
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,1.5M,,,,,,,,CJQCQCQC00415-1.5M,243.0,shopify,deny,manual,23.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/4936980220247.jpg?v=1659560403,2,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/39509601033424.png?v=1659560403,g,,10.19,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,1.2M,,,,,,,,CJQCQCQC00415-1.2M,140.0,shopify,deny,manual,17.89,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/647365748548.png?v=1659560403,3,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/5162468139824.png?v=1659560403,g,,4.12,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/724326538748.png?v=1659560403,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1768617406576.png?v=1659560403,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/255978153088.jpg?v=1659560403,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/2400004139368.png?v=1659560403,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/39509601033424.png?v=1659560403,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/870931783913.jpg?v=1659560403,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickup-truck-light-60-inch-three-row-three-color-car-pickup-taillight,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/5162468139824.png?v=1659560403,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,Racing Car Tow Towing Strap Belt Rope Rally Hook Universal Rear/Front Bumper Red,"<div>
<p>we ship only inside the US,<br>USPS First Class Package<br>2 Day Handling , 2-5 Day Shipping.<br></p>HIGH QUALITY: Made of quality double stitch nylon with steel bracket and screw</div><div>BRIGHT AND EASY TO FIND-Safety color ensures that you can properly inspect strap tension during installation and transportation. Also makes it much easier to find your straps in unlighted trailers.</div><div>Racing Design Ribbon Towing Strap This is Univerisal Design, for best fitment, please check on your vehicle bolt on size</div><div>Package Include: one set of tow strap (1 pcs strap+1pcs bolt+1 pcs nut)</div><div>100% Customer Satisfaction Guarantee - if not satisfied for any reason what so ever, please contact us</div><div><br></div><div>KT Deals FITMENT: Universal fit for most of Vehicles (Please Check the Size Before you Purchase) SIZE: Approx. 11"" x 2"" (276mm x 50mm) Ideal for Towing Your Car at Low Speeds on Track Day (Intended for track use Only!) Easy Install Diameter of Installation Hole: 15mm Made of Durable Nylon Strap &amp; Metal Bracket</div><div>Package Included: </div><div>Racing Tow Strap x1 </div><p><font color=""#111111"" face=""Arial""></font></p><div>Bolts &amp; Nuts x1</div>",GodsMods,,Exterior Parts,"beginner, beginner mods",false,default,default,,,,,,,,CJQCWBQT00329-default,100.0,shopify,deny,manual,10.15,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/680d878e-1456-4fa4-806b-9575c6a637a8.jpg?v=1659560257,1,"",false,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/680d878e-1456-4fa4-806b-9575c6a637a8.jpg?v=1659560257,g,,6.99,true,,,true,,,archived
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/5841ea28-8f82-4a89-bcfe-79fdbcfecd5d.jpg?v=1659560257,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/11768e2d-5811-4e48-97ef-ac8631a2aaa0.jpg?v=1659560257,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/a0a77e7f-a978-4437-8589-33610157fcd8.jpg?v=1659560257,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/e1e07e52-ef39-4ad2-83e3-3c34c4f14a78.jpg?v=1659560257,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/7a0c39d2-cf17-488d-824b-a1501168779d.jpg?v=1659560257,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/663eecb2-e479-4812-959e-209009528fd9.jpg?v=1659560258,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/b8fe8587-5857-4295-891a-2ebf4f05f129.jpg?v=1659560258,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/b4337aa2-b449-4704-a6fe-d5cdd1f31c81.jpg?v=1659560258,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/dcc20ecc-d65f-4e34-bf3f-af9df1799b74.jpg?v=1659560258,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-car-tow-towing-strap-belt-rope-rally-hook-universal-rear-front-bumper-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/680d878e-1456-4fa4-806b-9575c6a637a8_bce45952-c153-4a8c-9c6c-dfb36cef95f2.jpg?v=1659560258,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,Car LED Indicator Light With  Cigarette Lighter Instrument Light Taxi Uber TAXI Empty Car,"<p><b>Overview</b><br>Made of bright LED lights, energy saving and long service life.<br>It is easy to install and can be installed in other places on the windshield or glass window.<br>It can display taxis or taxis at night, which is more convenient and practical.<br>Very suitable for use as LED signal lights for taxis and taxi services.<br>The product is available in red, green and blue to meet your different needs.<br><br><b>Specification</b><br>Specification: Material: ABS + metal<br>Style: Uber / Taxi<br>Color: blue/green/red<br>Working voltage: 12V<br>Size: approx. 19x6.1 cm/7.48x2.4 inches<br><br><b>Package Content</b><br> Warning light*1<br><br><br><br><br><br><br></p><p><img src=""https://ae01.alicdn.com/kf/Ha9bb6517c7064a82ad29fc76c71cfe3aL.jpg""></p><p><img src=""https://ae01.alicdn.com/kf/H6fb6b94bb47042f6afe7b7a4fc35078a6.jpg""></p><p><img src=""https://ae01.alicdn.com/kf/H4c6651472b8940e7947df50ba5e2f30eL.jpg""></p><p><img src=""https://ae01.alicdn.com/kf/Hd2cd2c62f2b541138a12b71bc80c24c5K.jpg""></p><p><img src=""https://ae01.alicdn.com/kf/He1845bc6f3e84224944ad33105eb49a8B.jpg""></p><p><img src=""https://ae01.alicdn.com/kf/H4ca533611c05440a9659086f27f9618b9.jpg""></p>",GodsMods,,Lighting,"",false,Color,Blue,,style,USB,,,,,CJQCWBQT00082-Blue-USB,90.0,shopify,deny,manual,9.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1538905815314.jpg?v=1659560166,1,"",false,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1103075080772.jpg?v=1659560166,g,,2.06,true,,,true,,,archived
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,White,,,USB,,,,,CJQCWBQT00082-White-USB,90.0,shopify,deny,manual,9.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/f9201942-f897-4e02-9b64-d07acb5b054d.jpg?v=1659560166,2,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/2569887897114.png?v=1659560166,g,,2.06,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,Red,,,Cigarette lighter,,,,,CJQCWBQT00082-Red-Cigarette lighter,90.0,shopify,deny,manual,9.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1103075080772.jpg?v=1659560166,3,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/215665760849.png?v=1659560166,g,,2.35,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,Blue,,,Cigarette lighter,,,,,CJQCWBQT00082-Blue-Cigarette lighter,90.0,shopify,deny,manual,9.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/664627131724.jpg?v=1659560166,4,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1103075080772.jpg?v=1659560166,g,,2.26,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,White,,,Cigarette lighter,,,,,CJQCWBQT00082-White-Cigarette lighter,90.0,shopify,deny,manual,9.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/215665760849.png?v=1659560166,5,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/2569887897114.png?v=1659560166,g,,2.35,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,Green,,,USB,,,,,CJQCWBQT00082-Green-USB,90.0,shopify,deny,manual,9.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/0c7e585c-0533-4b91-a6a8-e6edc26fbb9f.jpg?v=1659560166,6,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/215665760849.png?v=1659560166,g,,2.06,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,Green,,,Cigarette lighter,,,,,CJQCWBQT00082-Green-Cigarette lighter,90.0,shopify,deny,manual,9.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/2569887897114.png?v=1659560166,7,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/215665760849.png?v=1659560166,g,,2.35,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,Lyft,,,Pink with switch,,,,,CJQCWBQT00082-Lyft-Pink with switch,90.0,shopify,deny,manual,10.25,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/05a82404-7538-438d-be73-b70bd89f675d.jpg?v=1659560166,8,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/f9201942-f897-4e02-9b64-d07acb5b054d.jpg?v=1659560166,g,,2.35,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,Red,,,USB,,,,,CJQCWBQT00082-Red-USB,90.0,shopify,deny,manual,9.49,,true,false,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/f9201942-f897-4e02-9b64-d07acb5b054d_c1331809-82af-4368-8386-f72e413599ad.jpg?v=1659560166,9,"",,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/215665760849.png?v=1659560166,g,,2.13,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/1103075080772_249ecd20-eade-4e7e-ac83-a0e1eac638ea.jpg?v=1659560166,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/215665760849_2857e0c2-e3f0-4c04-b29f-2954412d28a4.png?v=1659560166,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car-led-indicator-light-with-cigarette-lighter-instrument-light-taxi-uber-taxi-empty-car,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0648/6038/9634/products/2569887897114_bf996de6-b966-4f73-bda9-e8152354d50e.png?v=1659560166,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
